reading lang.rbnf
OK
check syntax and markup RBNF tokens
OK
RBNF tokens: 337
LEVEL_10:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_11:operator:264 entry 269
LEVEL_11:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_12:operator_content:198 entry 204
LEVEL_12:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_13:name:39 entry 42
LEVEL_13:name:39 42:EXCLUDE_ON:44:0
LEVEL_13:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_14:reserved_words:49 entry 52
LEVEL_14:reserved_words:49 52:"const":0:54 = "a":109 FALSE
LEVEL_14:reserved_words:49 54:"var":0:56 = "a":109 FALSE
LEVEL_14:reserved_words:49 56:"procedure":0:58 = "a":109 FALSE
LEVEL_14:reserved_words:49 58:"call":0:60 = "a":109 FALSE
LEVEL_14:reserved_words:49 60:"begin":0:62 = "a":109 FALSE
LEVEL_14:reserved_words:49 62:"end":0:64 = "a":109 FALSE
LEVEL_14:reserved_words:49 64:"if":0:66 = "a":109 FALSE
LEVEL_14:reserved_words:49 66:"then":0:68 = "a":109 FALSE
LEVEL_14:reserved_words:49 68:"while":0:70 = "a":109 FALSE
LEVEL_14:reserved_words:49 70:"do":0:0 = "a":109 FALSE
LEVEL_14:reserved_words:49 FALSE
LEVEL_13:name:39 46:EXCLUDE_OFF:0:0
LEVEL_13:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_12:operator_content:198 208:":=":210:0 = ":=":110 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_12:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_13:expression:294 entry 298
LEVEL_13:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_14:plus_minus:102 entry 105
LEVEL_14:plus_minus:102 105:"+":0:108 = "2":111 FALSE
LEVEL_14:plus_minus:102 108:"-":0:0 = "2":111 FALSE
LEVEL_14:plus_minus:102 FALSE
LEVEL_13:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_14:term:311 entry 314
LEVEL_14:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_15:factor:323 entry 326
LEVEL_15:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_16:name:39 entry 42
LEVEL_16:name:39 42:EXCLUDE_ON:44:0
LEVEL_16:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_17:reserved_words:49 entry 52
LEVEL_17:reserved_words:49 52:"const":0:54 = "2":111 FALSE
LEVEL_17:reserved_words:49 54:"var":0:56 = "2":111 FALSE
LEVEL_17:reserved_words:49 56:"procedure":0:58 = "2":111 FALSE
LEVEL_17:reserved_words:49 58:"call":0:60 = "2":111 FALSE
LEVEL_17:reserved_words:49 60:"begin":0:62 = "2":111 FALSE
LEVEL_17:reserved_words:49 62:"end":0:64 = "2":111 FALSE
LEVEL_17:reserved_words:49 64:"if":0:66 = "2":111 FALSE
LEVEL_17:reserved_words:49 66:"then":0:68 = "2":111 FALSE
LEVEL_17:reserved_words:49 68:"while":0:70 = "2":111 FALSE
LEVEL_17:reserved_words:49 70:"do":0:0 = "2":111 FALSE
LEVEL_17:reserved_words:49 FALSE
LEVEL_16:name:39 46:EXCLUDE_OFF:0:0
LEVEL_16:name:39 TRUE
LEVEL_15:factor:323 TRUE
LEVEL_14:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_15:mul_div:112 entry 115
LEVEL_15:mul_div:112 115:"*":0:118 = "*":112 TRUE
LEVEL_15:mul_div:112 TRUE
LEVEL_14:term:311 319:"factor"-->323 NON_TERMINAL
LEVEL_15:factor:323 entry 326
LEVEL_15:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_16:name:39 entry 42
LEVEL_16:name:39 42:EXCLUDE_ON:44:0
LEVEL_16:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_17:reserved_words:49 entry 52
LEVEL_17:reserved_words:49 52:"const":0:54 = "a":113 FALSE
LEVEL_17:reserved_words:49 54:"var":0:56 = "a":113 FALSE
LEVEL_17:reserved_words:49 56:"procedure":0:58 = "a":113 FALSE
LEVEL_17:reserved_words:49 58:"call":0:60 = "a":113 FALSE
LEVEL_17:reserved_words:49 60:"begin":0:62 = "a":113 FALSE
LEVEL_17:reserved_words:49 62:"end":0:64 = "a":113 FALSE
LEVEL_17:reserved_words:49 64:"if":0:66 = "a":113 FALSE
LEVEL_17:reserved_words:49 66:"then":0:68 = "a":113 FALSE
LEVEL_17:reserved_words:49 68:"while":0:70 = "a":113 FALSE
LEVEL_17:reserved_words:49 70:"do":0:0 = "a":113 FALSE
LEVEL_17:reserved_words:49 FALSE
LEVEL_16:name:39 46:EXCLUDE_OFF:0:0
LEVEL_16:name:39 TRUE
LEVEL_15:factor:323 TRUE
LEVEL_14:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_15:mul_div:112 entry 115
LEVEL_15:mul_div:112 115:"*":0:118 = ";":114 FALSE
LEVEL_15:mul_div:112 118:"/":0:0 = ";":114 FALSE
LEVEL_15:mul_div:112 FALSE
LEVEL_14:term:311 TRUE
LEVEL_13:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_14:plus_minus:102 entry 105
LEVEL_14:plus_minus:102 105:"+":0:108 = ";":114 FALSE
LEVEL_14:plus_minus:102 108:"-":0:0 = ";":114 FALSE
LEVEL_14:plus_minus:102 FALSE
LEVEL_13:expression:294 TRUE
LEVEL_12:operator_content:198 TRUE
LEVEL_11:operator:264 TRUE
LEVEL_10:operator_content:198 233:";":235:238 = ";":114 TRUE
LEVEL_10:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_11:operator:264 entry 269
LEVEL_11:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_12:operator_content:198 entry 204
LEVEL_12:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_13:name:39 entry 42
LEVEL_13:name:39 42:EXCLUDE_ON:44:0
LEVEL_13:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_14:reserved_words:49 entry 52
LEVEL_14:reserved_words:49 52:"const":0:54 = "b":116 FALSE
LEVEL_14:reserved_words:49 54:"var":0:56 = "b":116 FALSE
LEVEL_14:reserved_words:49 56:"procedure":0:58 = "b":116 FALSE
LEVEL_14:reserved_words:49 58:"call":0:60 = "b":116 FALSE
LEVEL_14:reserved_words:49 60:"begin":0:62 = "b":116 FALSE
LEVEL_14:reserved_words:49 62:"end":0:64 = "b":116 FALSE
LEVEL_14:reserved_words:49 64:"if":0:66 = "b":116 FALSE
LEVEL_14:reserved_words:49 66:"then":0:68 = "b":116 FALSE
LEVEL_14:reserved_words:49 68:"while":0:70 = "b":116 FALSE
LEVEL_14:reserved_words:49 70:"do":0:0 = "b":116 FALSE
LEVEL_14:reserved_words:49 FALSE
LEVEL_13:name:39 46:EXCLUDE_OFF:0:0
LEVEL_13:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_12:operator_content:198 208:":=":210:0 = ":=":117 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_12:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_13:expression:294 entry 298
LEVEL_13:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_14:plus_minus:102 entry 105
LEVEL_14:plus_minus:102 105:"+":0:108 = "b":118 FALSE
LEVEL_14:plus_minus:102 108:"-":0:0 = "b":118 FALSE
LEVEL_14:plus_minus:102 FALSE
LEVEL_13:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_14:term:311 entry 314
LEVEL_14:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_15:factor:323 entry 326
LEVEL_15:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_16:name:39 entry 42
LEVEL_16:name:39 42:EXCLUDE_ON:44:0
LEVEL_16:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_17:reserved_words:49 entry 52
LEVEL_17:reserved_words:49 52:"const":0:54 = "b":118 FALSE
LEVEL_17:reserved_words:49 54:"var":0:56 = "b":118 FALSE
LEVEL_17:reserved_words:49 56:"procedure":0:58 = "b":118 FALSE
LEVEL_17:reserved_words:49 58:"call":0:60 = "b":118 FALSE
LEVEL_17:reserved_words:49 60:"begin":0:62 = "b":118 FALSE
LEVEL_17:reserved_words:49 62:"end":0:64 = "b":118 FALSE
LEVEL_17:reserved_words:49 64:"if":0:66 = "b":118 FALSE
LEVEL_17:reserved_words:49 66:"then":0:68 = "b":118 FALSE
LEVEL_17:reserved_words:49 68:"while":0:70 = "b":118 FALSE
LEVEL_17:reserved_words:49 70:"do":0:0 = "b":118 FALSE
LEVEL_17:reserved_words:49 FALSE
LEVEL_16:name:39 46:EXCLUDE_OFF:0:0
LEVEL_16:name:39 TRUE
LEVEL_15:factor:323 TRUE
LEVEL_14:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_15:mul_div:112 entry 115
LEVEL_15:mul_div:112 115:"*":0:118 = "/":119 FALSE
LEVEL_15:mul_div:112 118:"/":0:0 = "/":119 TRUE
LEVEL_15:mul_div:112 TRUE
LEVEL_14:term:311 319:"factor"-->323 NON_TERMINAL
LEVEL_15:factor:323 entry 326
LEVEL_15:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_16:name:39 entry 42
LEVEL_16:name:39 42:EXCLUDE_ON:44:0
LEVEL_16:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_17:reserved_words:49 entry 52
LEVEL_17:reserved_words:49 52:"const":0:54 = "2":120 FALSE
LEVEL_17:reserved_words:49 54:"var":0:56 = "2":120 FALSE
LEVEL_17:reserved_words:49 56:"procedure":0:58 = "2":120 FALSE
LEVEL_17:reserved_words:49 58:"call":0:60 = "2":120 FALSE
LEVEL_17:reserved_words:49 60:"begin":0:62 = "2":120 FALSE
LEVEL_17:reserved_words:49 62:"end":0:64 = "2":120 FALSE
LEVEL_17:reserved_words:49 64:"if":0:66 = "2":120 FALSE
LEVEL_17:reserved_words:49 66:"then":0:68 = "2":120 FALSE
LEVEL_17:reserved_words:49 68:"while":0:70 = "2":120 FALSE
LEVEL_17:reserved_words:49 70:"do":0:0 = "2":120 FALSE
LEVEL_17:reserved_words:49 FALSE
LEVEL_16:name:39 46:EXCLUDE_OFF:0:0
LEVEL_16:name:39 TRUE
LEVEL_15:factor:323 TRUE
LEVEL_14:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_15:mul_div:112 entry 115
LEVEL_15:mul_div:112 115:"*":0:118 = ";":121 FALSE
LEVEL_15:mul_div:112 118:"/":0:0 = ";":121 FALSE
LEVEL_15:mul_div:112 FALSE
LEVEL_14:term:311 TRUE
LEVEL_13:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_14:plus_minus:102 entry 105
LEVEL_14:plus_minus:102 105:"+":0:108 = ";":121 FALSE
LEVEL_14:plus_minus:102 108:"-":0:0 = ";":121 FALSE
LEVEL_14:plus_minus:102 FALSE
LEVEL_13:expression:294 TRUE
LEVEL_12:operator_content:198 TRUE
LEVEL_11:operator:264 TRUE
LEVEL_10:operator_content:198 233:";":235:238 = ";":121 TRUE
LEVEL_10:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_11:operator:264 entry 269
LEVEL_11:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_12:operator_content:198 entry 204
LEVEL_12:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_13:name:39 entry 42
LEVEL_13:name:39 42:EXCLUDE_ON:44:0
LEVEL_13:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_14:reserved_words:49 entry 52
LEVEL_14:reserved_words:49 52:"const":0:54 = "end":127 FALSE
LEVEL_14:reserved_words:49 54:"var":0:56 = "end":127 FALSE
LEVEL_14:reserved_words:49 56:"procedure":0:58 = "end":127 FALSE
LEVEL_14:reserved_words:49 58:"call":0:60 = "end":127 FALSE
LEVEL_14:reserved_words:49 60:"begin":0:62 = "end":127 FALSE
LEVEL_14:reserved_words:49 62:"end":0:64 = "end":127 TRUE
LEVEL_14:reserved_words:49 TRUE
LEVEL_13:name:39 FALSE
LEVEL_12:operator_content:198 217:"call":219:228 = "end":127 FALSE
LEVEL_12:operator_content:198 228:"begin":230:243 = "end":127 FALSE
LEVEL_12:operator_content:198 243:"if":245:254 = "end":127 FALSE
LEVEL_12:operator_content:198 254:"while":256:0 = "end":127 FALSE
LEVEL_12:operator_content:198 FALSE
LEVEL_11:operator:264 TRUE
LEVEL_10:operator_content:198 233:";":235:238 = "end":127 FALSE
LEVEL_10:operator_content:198 238:"end":0:0 = "end":127 TRUE
LEVEL_10:operator_content:198 TRUE
LEVEL_9:operator:264 TRUE
LEVEL_8:operator_content:198 TRUE
LEVEL_7:operator:264 TRUE
LEVEL_6:operator_content:198 233:";":235:238 = ";":128 TRUE
LEVEL_6:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_7:operator:264 entry 269
LEVEL_7:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_8:operator_content:198 entry 204
LEVEL_8:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_9:name:39 entry 42
LEVEL_9:name:39 42:EXCLUDE_ON:44:0
LEVEL_9:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_10:reserved_words:49 entry 52
LEVEL_10:reserved_words:49 52:"const":0:54 = "end":130 FALSE
LEVEL_10:reserved_words:49 54:"var":0:56 = "end":130 FALSE
LEVEL_10:reserved_words:49 56:"procedure":0:58 = "end":130 FALSE
LEVEL_10:reserved_words:49 58:"call":0:60 = "end":130 FALSE
LEVEL_10:reserved_words:49 60:"begin":0:62 = "end":130 FALSE
LEVEL_10:reserved_words:49 62:"end":0:64 = "end":130 TRUE
LEVEL_10:reserved_words:49 TRUE
LEVEL_9:name:39 FALSE
LEVEL_8:operator_content:198 217:"call":219:228 = "end":130 FALSE
LEVEL_8:operator_content:198 228:"begin":230:243 = "end":130 FALSE
LEVEL_8:operator_content:198 243:"if":245:254 = "end":130 FALSE
LEVEL_8:operator_content:198 254:"while":256:0 = "end":130 FALSE
LEVEL_8:operator_content:198 FALSE
LEVEL_7:operator:264 TRUE
LEVEL_6:operator_content:198 233:";":235:238 = "end":130 FALSE
LEVEL_6:operator_content:198 238:"end":0:0 = "end":130 TRUE
LEVEL_6:operator_content:198 TRUE
LEVEL_5:operator:264 TRUE
LEVEL_4:block:178 TRUE
LEVEL_3:proc_sector:163 174:";":0:0 = ";":131 TRUE
LEVEL_3:proc_sector:163 TRUE
LEVEL_2:block:178 191:"proc_sector"-->163 NON_TERMINAL
LEVEL_3:proc_sector:163 entry 166
LEVEL_3:proc_sector:163 166:"procedure":168:0 = "procedure":134 TRUE
LEVEL_3:proc_sector:163 168:"name"-->39 NON_TERMINAL
LEVEL_4:name:39 entry 42
LEVEL_4:name:39 42:EXCLUDE_ON:44:0
LEVEL_4:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_5:reserved_words:49 entry 52
LEVEL_5:reserved_words:49 52:"const":0:54 = "divide":136 FALSE
LEVEL_5:reserved_words:49 54:"var":0:56 = "divide":136 FALSE
LEVEL_5:reserved_words:49 56:"procedure":0:58 = "divide":136 FALSE
LEVEL_5:reserved_words:49 58:"call":0:60 = "divide":136 FALSE
LEVEL_5:reserved_words:49 60:"begin":0:62 = "divide":136 FALSE
LEVEL_5:reserved_words:49 62:"end":0:64 = "divide":136 FALSE
LEVEL_5:reserved_words:49 64:"if":0:66 = "divide":136 FALSE
LEVEL_5:reserved_words:49 66:"then":0:68 = "divide":136 FALSE
LEVEL_5:reserved_words:49 68:"while":0:70 = "divide":136 FALSE
LEVEL_5:reserved_words:49 70:"do":0:0 = "divide":136 FALSE
LEVEL_5:reserved_words:49 FALSE
LEVEL_4:name:39 46:EXCLUDE_OFF:0:0
LEVEL_4:name:39 TRUE
LEVEL_3:proc_sector:163 170:";":172:0 = ";":137 TRUE
LEVEL_3:proc_sector:163 172:"block"-->178 NON_TERMINAL
LEVEL_4:block:178 entry 183
LEVEL_4:block:178 183:"const_sector"-->123 NON_TERMINAL
LEVEL_5:const_sector:123 entry 126
LEVEL_5:const_sector:123 126:"const":128:0 = "var":143 FALSE
LEVEL_5:const_sector:123 FALSE
LEVEL_4:block:178 187:"var_sector"-->146 NON_TERMINAL
LEVEL_5:var_sector:146 entry 149
LEVEL_5:var_sector:146 149:"var":151:0 = "var":143 TRUE
LEVEL_5:var_sector:146 151:"name"-->39 NON_TERMINAL
LEVEL_6:name:39 entry 42
LEVEL_6:name:39 42:EXCLUDE_ON:44:0
LEVEL_6:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_7:reserved_words:49 entry 52
LEVEL_7:reserved_words:49 52:"const":0:54 = "w":145 FALSE
LEVEL_7:reserved_words:49 54:"var":0:56 = "w":145 FALSE
LEVEL_7:reserved_words:49 56:"procedure":0:58 = "w":145 FALSE
LEVEL_7:reserved_words:49 58:"call":0:60 = "w":145 FALSE
LEVEL_7:reserved_words:49 60:"begin":0:62 = "w":145 FALSE
LEVEL_7:reserved_words:49 62:"end":0:64 = "w":145 FALSE
LEVEL_7:reserved_words:49 64:"if":0:66 = "w":145 FALSE
LEVEL_7:reserved_words:49 66:"then":0:68 = "w":145 FALSE
LEVEL_7:reserved_words:49 68:"while":0:70 = "w":145 FALSE
LEVEL_7:reserved_words:49 70:"do":0:0 = "w":145 FALSE
LEVEL_7:reserved_words:49 FALSE
LEVEL_6:name:39 46:EXCLUDE_OFF:0:0
LEVEL_6:name:39 TRUE
LEVEL_5:var_sector:146 155:",":157:160 = ";":146 FALSE
LEVEL_5:var_sector:146 160:";":0:0 = ";":146 TRUE
LEVEL_5:var_sector:146 TRUE
LEVEL_4:block:178 191:"proc_sector"-->163 NON_TERMINAL
LEVEL_5:proc_sector:163 entry 166
LEVEL_5:proc_sector:163 166:"procedure":168:0 = "begin":148 FALSE
LEVEL_5:proc_sector:163 FALSE
LEVEL_4:block:178 194:"operator"-->264 NON_TERMINAL
LEVEL_5:operator:264 entry 269
LEVEL_5:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_6:operator_content:198 entry 204
LEVEL_6:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_7:name:39 entry 42
LEVEL_7:name:39 42:EXCLUDE_ON:44:0
LEVEL_7:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_8:reserved_words:49 entry 52
LEVEL_8:reserved_words:49 52:"const":0:54 = "begin":148 FALSE
LEVEL_8:reserved_words:49 54:"var":0:56 = "begin":148 FALSE
LEVEL_8:reserved_words:49 56:"procedure":0:58 = "begin":148 FALSE
LEVEL_8:reserved_words:49 58:"call":0:60 = "begin":148 FALSE
LEVEL_8:reserved_words:49 60:"begin":0:62 = "begin":148 TRUE
LEVEL_8:reserved_words:49 TRUE
LEVEL_7:name:39 FALSE
LEVEL_6:operator_content:198 217:"call":219:228 = "begin":148 FALSE
LEVEL_6:operator_content:198 228:"begin":230:243 = "begin":148 TRUE
LEVEL_6:operator_content:198 230:"operator"-->264 NON_TERMINAL
LEVEL_7:operator:264 entry 269
LEVEL_7:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_8:operator_content:198 entry 204
LEVEL_8:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_9:name:39 entry 42
LEVEL_9:name:39 42:EXCLUDE_ON:44:0
LEVEL_9:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_10:reserved_words:49 entry 52
LEVEL_10:reserved_words:49 52:"const":0:54 = "r":154 FALSE
LEVEL_10:reserved_words:49 54:"var":0:56 = "r":154 FALSE
LEVEL_10:reserved_words:49 56:"procedure":0:58 = "r":154 FALSE
LEVEL_10:reserved_words:49 58:"call":0:60 = "r":154 FALSE
LEVEL_10:reserved_words:49 60:"begin":0:62 = "r":154 FALSE
LEVEL_10:reserved_words:49 62:"end":0:64 = "r":154 FALSE
LEVEL_10:reserved_words:49 64:"if":0:66 = "r":154 FALSE
LEVEL_10:reserved_words:49 66:"then":0:68 = "r":154 FALSE
LEVEL_10:reserved_words:49 68:"while":0:70 = "r":154 FALSE
LEVEL_10:reserved_words:49 70:"do":0:0 = "r":154 FALSE
LEVEL_10:reserved_words:49 FALSE
LEVEL_9:name:39 46:EXCLUDE_OFF:0:0
LEVEL_9:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_8:operator_content:198 208:":=":210:0 = ":=":155 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_8:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_9:expression:294 entry 298
LEVEL_9:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_10:plus_minus:102 entry 105
LEVEL_10:plus_minus:102 105:"+":0:108 = "x":156 FALSE
LEVEL_10:plus_minus:102 108:"-":0:0 = "x":156 FALSE
LEVEL_10:plus_minus:102 FALSE
LEVEL_9:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_10:term:311 entry 314
LEVEL_10:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_11:factor:323 entry 326
LEVEL_11:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_12:name:39 entry 42
LEVEL_12:name:39 42:EXCLUDE_ON:44:0
LEVEL_12:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_13:reserved_words:49 entry 52
LEVEL_13:reserved_words:49 52:"const":0:54 = "x":156 FALSE
LEVEL_13:reserved_words:49 54:"var":0:56 = "x":156 FALSE
LEVEL_13:reserved_words:49 56:"procedure":0:58 = "x":156 FALSE
LEVEL_13:reserved_words:49 58:"call":0:60 = "x":156 FALSE
LEVEL_13:reserved_words:49 60:"begin":0:62 = "x":156 FALSE
LEVEL_13:reserved_words:49 62:"end":0:64 = "x":156 FALSE
LEVEL_13:reserved_words:49 64:"if":0:66 = "x":156 FALSE
LEVEL_13:reserved_words:49 66:"then":0:68 = "x":156 FALSE
LEVEL_13:reserved_words:49 68:"while":0:70 = "x":156 FALSE
LEVEL_13:reserved_words:49 70:"do":0:0 = "x":156 FALSE
LEVEL_13:reserved_words:49 FALSE
LEVEL_12:name:39 46:EXCLUDE_OFF:0:0
LEVEL_12:name:39 TRUE
LEVEL_11:factor:323 TRUE
LEVEL_10:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_11:mul_div:112 entry 115
LEVEL_11:mul_div:112 115:"*":0:118 = ";":157 FALSE
LEVEL_11:mul_div:112 118:"/":0:0 = ";":157 FALSE
LEVEL_11:mul_div:112 FALSE
LEVEL_10:term:311 TRUE
LEVEL_9:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_10:plus_minus:102 entry 105
LEVEL_10:plus_minus:102 105:"+":0:108 = ";":157 FALSE
LEVEL_10:plus_minus:102 108:"-":0:0 = ";":157 FALSE
LEVEL_10:plus_minus:102 FALSE
LEVEL_9:expression:294 TRUE
LEVEL_8:operator_content:198 TRUE
LEVEL_7:operator:264 TRUE
LEVEL_6:operator_content:198 233:";":235:238 = ";":157 TRUE
LEVEL_6:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_7:operator:264 entry 269
LEVEL_7:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_8:operator_content:198 entry 204
LEVEL_8:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_9:name:39 entry 42
LEVEL_9:name:39 42:EXCLUDE_ON:44:0
LEVEL_9:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_10:reserved_words:49 entry 52
LEVEL_10:reserved_words:49 52:"const":0:54 = "q":159 FALSE
LEVEL_10:reserved_words:49 54:"var":0:56 = "q":159 FALSE
LEVEL_10:reserved_words:49 56:"procedure":0:58 = "q":159 FALSE
LEVEL_10:reserved_words:49 58:"call":0:60 = "q":159 FALSE
LEVEL_10:reserved_words:49 60:"begin":0:62 = "q":159 FALSE
LEVEL_10:reserved_words:49 62:"end":0:64 = "q":159 FALSE
LEVEL_10:reserved_words:49 64:"if":0:66 = "q":159 FALSE
LEVEL_10:reserved_words:49 66:"then":0:68 = "q":159 FALSE
LEVEL_10:reserved_words:49 68:"while":0:70 = "q":159 FALSE
LEVEL_10:reserved_words:49 70:"do":0:0 = "q":159 FALSE
LEVEL_10:reserved_words:49 FALSE
LEVEL_9:name:39 46:EXCLUDE_OFF:0:0
LEVEL_9:name:39 TRUE
SEMANTIC_TOKEN AT 206: SEM_LET
LEVEL_8:operator_content:198 208:":=":210:0 = ":=":160 SEMANTIC DECODE: SEM_LET=":="
 TRUE
SEMANTIC_TOKEN AT 210: SEM_DONE
LEVEL_8:operator_content:198 212:"expression"-->294 NON_TERMINAL
LEVEL_9:expression:294 entry 298
LEVEL_9:expression:294 298:"plus_minus"-->102 NON_TERMINAL
LEVEL_10:plus_minus:102 entry 105
LEVEL_10:plus_minus:102 105:"+":0:108 = "0":161 FALSE
LEVEL_10:plus_minus:102 108:"-":0:0 = "0":161 FALSE
LEVEL_10:plus_minus:102 FALSE
LEVEL_9:expression:294 302:"term"-->311 NON_TERMINAL
LEVEL_10:term:311 entry 314
LEVEL_10:term:311 314:"factor"-->323 NON_TERMINAL
LEVEL_11:factor:323 entry 326
LEVEL_11:factor:323 326:"name"-->39 NON_TERMINAL
LEVEL_12:name:39 entry 42
LEVEL_12:name:39 42:EXCLUDE_ON:44:0
LEVEL_12:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_13:reserved_words:49 entry 52
LEVEL_13:reserved_words:49 52:"const":0:54 = "0":161 FALSE
LEVEL_13:reserved_words:49 54:"var":0:56 = "0":161 FALSE
LEVEL_13:reserved_words:49 56:"procedure":0:58 = "0":161 FALSE
LEVEL_13:reserved_words:49 58:"call":0:60 = "0":161 FALSE
LEVEL_13:reserved_words:49 60:"begin":0:62 = "0":161 FALSE
LEVEL_13:reserved_words:49 62:"end":0:64 = "0":161 FALSE
LEVEL_13:reserved_words:49 64:"if":0:66 = "0":161 FALSE
LEVEL_13:reserved_words:49 66:"then":0:68 = "0":161 FALSE
LEVEL_13:reserved_words:49 68:"while":0:70 = "0":161 FALSE
LEVEL_13:reserved_words:49 70:"do":0:0 = "0":161 FALSE
LEVEL_13:reserved_words:49 FALSE
LEVEL_12:name:39 46:EXCLUDE_OFF:0:0
LEVEL_12:name:39 TRUE
LEVEL_11:factor:323 TRUE
LEVEL_10:term:311 317:"mul_div"-->112 NON_TERMINAL
LEVEL_11:mul_div:112 entry 115
LEVEL_11:mul_div:112 115:"*":0:118 = ";":162 FALSE
LEVEL_11:mul_div:112 118:"/":0:0 = ";":162 FALSE
LEVEL_11:mul_div:112 FALSE
LEVEL_10:term:311 TRUE
LEVEL_9:expression:294 305:"plus_minus"-->102 NON_TERMINAL
LEVEL_10:plus_minus:102 entry 105
LEVEL_10:plus_minus:102 105:"+":0:108 = ";":162 FALSE
LEVEL_10:plus_minus:102 108:"-":0:0 = ";":162 FALSE
LEVEL_10:plus_minus:102 FALSE
LEVEL_9:expression:294 TRUE
LEVEL_8:operator_content:198 TRUE
LEVEL_7:operator:264 TRUE
LEVEL_6:operator_content:198 233:";":235:238 = ";":162 TRUE
LEVEL_6:operator_content:198 235:"operator"-->264 NON_TERMINAL
LEVEL_7:operator:264 entry 269
LEVEL_7:operator:264 269:"operator_content"-->198 NON_TERMINAL
LEVEL_8:operator_content:198 entry 204
LEVEL_8:operator_content:198 204:"name"-->39 NON_TERMINAL
LEVEL_9:name:39 entry 42
